eval_loss,eval_accuracy,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,training_duration_minutes,model_variant,timestamp,fold
0.0033844676800072193,0.9988505747126437,0.9988504948858996,3.7203,467.705,14.784,5.0,6.425513962500069,leakyrelu,2025-12-12 06:50:03,fold_13
0.0014751415001228452,0.9994252873563219,0.9994252474429498,3.7325,466.171,14.735,5.0,6.377944228466367,leakyrelu,2025-12-12 06:50:03,fold_14
0.0010055970633402467,0.9994252873563219,0.9994252474429498,3.9365,442.013,13.972,5.0,6.407258467366531,leakyrelu,2025-12-12 06:50:03,fold_15
0.0017706158105283976,0.9988505747126437,0.998845583511648,3.6785,473.013,14.952,5.0,6.362429247916832,leakyrelu,2025-12-12 06:50:03,fold_12
0.0013758792774751782,0.9994252873563219,0.9994252474429498,3.8199,455.508,14.398,5.0,6.366583927782873,leakyrelu,2025-12-12 06:50:03,fold_24
0.00423386599868536,0.9988505747126437,0.9988504948858996,3.7836,459.878,14.536,5.0,6.423379847233688,leakyrelu,2025-12-12 06:50:03,fold_23
0.006220217328518629,0.9988505747126437,0.9988504948858996,5.2565,331.018,10.463,5.0,6.769801670133408,relu,2025-12-12 03:27:00,fold_4
0.002109099877998233,0.9988505747126437,0.9988504948858996,4.5685,380.872,12.039,5.0,6.802605609717042,relu,2025-12-12 03:27:00,fold_3
0.008364487439393997,0.9988505747126437,0.9988504948858996,4.6867,371.261,11.735,5.0,6.698845645833838,relu,2025-12-12 03:27:00,fold_2
0.00965128093957901,0.9988505747126437,0.9988504948858996,5.3465,325.444,10.287,5.0,6.860066974299843,relu,2025-12-12 03:27:00,fold_5
0.0009926401544362307,0.9994252873563219,0.9994252474429498,4.2585,408.598,12.915,5.0,6.4068320159674235,relu,2025-12-12 03:27:00,fold_19
0.00644392054527998,0.9982758620689656,0.9982755027820766,3.7526,463.684,14.657,5.0,6.407702272916989,relu,2025-12-12 03:27:00,fold_21
0.006826051976531744,0.9988505747126437,0.9988504948858996,3.6194,480.739,15.196,5.0,6.405069780549578,relu,2025-12-12 03:27:00,fold_17
0.004897981882095337,0.9988505747126437,0.9988504948858996,4.1091,423.453,13.385,5.0,6.369036932633025,relu,2025-12-12 03:27:00,fold_10
0.004431656561791897,0.9988505747126437,0.9988504948858996,3.9037,445.731,14.089,5.0,6.465511130566786,relu,2025-12-12 03:27:00,fold_11
0.0012236569309607148,0.9994252873563219,0.9994252474429498,3.7982,458.117,14.481,5.0,6.423922340983214,relu,2025-12-12 03:27:00,fold_16
0.007511862553656101,0.9988505747126437,0.9988502553391269,3.8282,454.524,14.367,5.0,6.416558166667043,relu,2025-12-12 03:27:00,fold_20
0.014275173656642437,0.9977011494252873,0.9977054220525052,3.7322,466.208,14.736,5.0,6.470883466667146,relu,2025-12-12 03:27:00,fold_18
0.004704421851783991,0.9988505747126437,0.9988504948858996,3.9722,438.04,13.846,5.0,5.7520374395836065,relu,2025-12-12 03:27:00,fold_9
0.0013298917328938842,0.9994252873563219,0.9994252474429498,5.1235,339.613,10.735,5.0,6.937898262499948,relu,2025-12-12 03:27:00,fold_7
0.004398715682327747,0.9994252873563219,0.9994252474429498,4.8923,355.663,11.242,5.0,6.9986576236008355,relu,2025-12-12 03:27:00,fold_6
0.0005268234526738524,1.0,1.0,4.2212,412.203,13.029,5.0,6.041791656933492,relu,2025-12-12 03:27:00,fold_1
0.005895411130040884,0.9982758620689656,0.9982755027820766,4.0306,431.699,13.646,5.0,6.083962031933091,relu,2025-12-12 03:27:00,fold_8
0.04219493642449379,0.9977011494252873,0.9977000312517958,3.7676,461.827,14.598,5.0,6.400651604167069,relu,2025-12-12 03:27:00,fold_22
0.00024536027922295034,1.0,1.0,3.7208,467.645,14.782,5.0,6.410442281249561,relu,2025-12-12 03:27:00,fold_25
0.012254677712917328,0.9977011494252873,0.9977007502250264,3.6852,472.158,14.925,5.0,6.4328816222327685,relu,2025-12-12 03:27:00,fold_13
0.0045813750475645065,0.9988505747126437,0.9988504948858996,3.6903,471.51,14.904,5.0,6.365140559016921,relu,2025-12-12 03:27:00,fold_14
0.0040465123020112514,0.9994252873563219,0.9994252474429498,3.7584,462.963,14.634,5.0,6.362588588883712,relu,2025-12-12 03:27:00,fold_15
0.00651921983808279,0.9988505747126437,0.9988502553391269,3.8733,449.225,14.2,5.0,6.315317302783175,relu,2025-12-12 03:27:00,fold_12
0.0015855295350775123,0.9994252873563219,0.9994252474429498,3.9504,440.467,13.923,5.0,6.428749702766072,relu,2025-12-12 03:27:00,fold_24
0.001308517879806459,1.0,1.0,3.8107,456.608,14.433,5.0,6.371423611116673,relu,2025-12-12 03:27:00,fold_23
